               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.048987,            0.018887,                   0,             0.97514,             0.42857,             0.50079,             0.28277,            0.059123,            0.020681,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.049038,            0.019102,                   0,             0.74279,             0.42857,              0.4214,             0.29313,            0.056714,            0.020326,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.046769,            0.019361,                   0,             0.96208,             0.28571,             0.34175,             0.22493,            0.054812,            0.020829,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.046448,            0.018038,                   0,                   1,             0.42792,              0.4817,             0.29331,            0.050481,            0.021311,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.044926,            0.017877,                   0,             0.46846,             0.42857,             0.39214,             0.27469,            0.053371,            0.020794,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.043825,            0.017446,                   0,             0.57971,             0.42857,             0.45508,             0.29463,            0.052466,            0.018718,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.044122,            0.017764,                   0,             0.94987,             0.28571,             0.40744,             0.26342,            0.053766,            0.019586,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.043974,            0.018179,                   0,                   1,             0.41347,             0.54389,             0.37477,            0.049874,            0.018171,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.043064,            0.017536,                   0,                   1,             0.42292,             0.56857,             0.32096,            0.056505,            0.017076,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.039932,            0.016568,                   0,             0.44562,             0.71429,             0.50777,             0.30095,             0.05013,            0.016598,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.040888,            0.016702,                   0,             0.71228,             0.70827,             0.64879,             0.35889,            0.053435,            0.015568,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.039592,            0.016272,                   0,                   1,             0.41429,             0.52697,             0.31768,            0.057037,            0.015386,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.039646,            0.016702,                   0,             0.94106,             0.57143,             0.67943,             0.38318,            0.043537,            0.017135,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.037865,            0.016302,                   0,             0.38459,             0.57143,             0.40864,             0.29281,            0.048009,            0.017241,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.036474,            0.015689,                   0,             0.69564,             0.65834,             0.62009,             0.36357,             0.04607,            0.016811,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.039393,            0.016538,                   0,             0.77017,             0.57143,             0.58288,              0.3494,            0.045824,            0.015227,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.035922,            0.015673,                   0,             0.41031,             0.79778,             0.55617,             0.36854,             0.04355,            0.016515,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.036918,            0.015947,                   0,             0.79429,              0.5551,             0.56347,             0.40992,            0.042239,            0.016353,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.035598,            0.015155,                   0,             0.61963,             0.69995,             0.61882,             0.34892,            0.043096,            0.015458,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.035907,             0.01522,                   0,                   1,             0.54028,             0.67392,             0.40561,            0.046026,            0.014281,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.035214,            0.014159,                   0,             0.54133,             0.57143,             0.55463,             0.35569,            0.045321,            0.014501,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.034481,            0.014836,                   0,             0.88763,             0.57143,             0.70551,             0.42576,            0.046378,            0.014088,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.033701,            0.014828,                   0,             0.65961,             0.57143,             0.59067,              0.3936,            0.041786,            0.014243,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.033024,            0.014026,                   0,             0.53588,             0.71429,             0.64469,             0.35812,            0.043519,            0.015307,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.032556,            0.014089,                   0,              0.7054,             0.71429,             0.68239,             0.44689,            0.041849,             0.01305,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.033507,            0.014598,                   0,             0.76842,             0.57143,             0.67508,              0.3892,            0.045628,            0.013995,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.032882,            0.014673,                   0,             0.61491,             0.71429,             0.62239,              0.3633,            0.041536,            0.014353,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.031915,            0.013673,                   0,             0.77455,             0.57143,             0.57758,             0.40077,            0.043102,            0.014615,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.031638,            0.013911,                   0,             0.61016,             0.57143,             0.52162,             0.36432,            0.045519,            0.014012,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.032598,            0.013955,                   0,                   1,              0.5431,             0.69532,             0.44192,            0.043178,            0.012614,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.032313,            0.013385,                   0,             0.98509,             0.57143,             0.64135,             0.46274,            0.042004,            0.013014,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.031347,            0.013536,                   0,             0.79897,              0.5685,             0.56674,             0.41186,            0.041352,            0.014646,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.030222,            0.014423,                   0,             0.85447,             0.57143,             0.62432,             0.45445,            0.042065,            0.014284,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.030828,            0.014655,                   0,              0.9608,             0.57143,             0.59852,             0.42468,            0.044146,            0.012709,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.030919,            0.012892,                   0,             0.75132,             0.57143,             0.55744,             0.36732,            0.044844,             0.01541,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.030321,            0.014025,                   0,             0.85098,             0.57143,             0.66653,             0.45296,            0.040211,            0.014129,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.029243,            0.012971,                   0,             0.65348,             0.57143,             0.60818,             0.43314,            0.040485,            0.015004,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.029671,               0.013,                   0,             0.97378,             0.57143,             0.72496,             0.48065,             0.04145,            0.013396,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.029013,            0.013374,                   0,              0.7439,             0.57143,             0.66329,             0.42252,            0.039486,            0.013926,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.028446,            0.013161,                   0,             0.70339,             0.57143,             0.60046,             0.42461,            0.038881,            0.014611,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.028177,             0.01413,                   0,              0.7215,             0.85714,             0.78576,             0.46109,            0.037617,            0.012329,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.028452,            0.012651,                   0,             0.95018,             0.57143,             0.74737,             0.48994,            0.038516,            0.011843,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.028661,            0.012713,                   0,             0.71137,             0.71429,             0.75968,             0.47326,            0.040948,            0.012115,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.028225,            0.012354,                   0,             0.96297,             0.57143,               0.732,              0.4453,            0.041159,            0.012435,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.027307,             0.01256,                   0,             0.82869,              0.6944,             0.70613,             0.44771,            0.040058,            0.012692,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.026551,            0.012988,                   0,             0.92167,             0.57143,             0.72803,             0.49438,            0.041099,            0.012225,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.027804,            0.012301,                   0,             0.95147,             0.57143,             0.76927,             0.45692,             0.04246,            0.011292,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.026675,             0.01233,                   0,             0.73258,             0.85714,             0.78591,              0.4748,            0.039828,            0.012236,                   0,            0.003466,            0.003466,            0.003466
                  68,             0.02766,            0.012334,                   0,             0.94827,             0.57143,             0.71013,             0.41465,            0.041025,            0.012365,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.025946,              0.0126,                   0,              0.9531,             0.57143,             0.68223,             0.44954,            0.040223,            0.012521,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.027143,            0.011869,                   0,             0.79518,             0.71429,             0.72258,              0.4365,            0.038926,            0.012082,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.026363,            0.012486,                   0,                   1,             0.69487,             0.76006,             0.48082,            0.038796,             0.01232,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.027151,            0.012143,                   0,             0.96047,             0.57143,             0.68959,             0.46389,            0.040069,            0.012914,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.026428,            0.012463,                   0,             0.92507,             0.57143,             0.70147,             0.45325,            0.038973,            0.012475,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.026572,            0.012383,                   0,                   1,             0.70078,             0.80913,             0.50714,            0.037878,             0.01236,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.026106,            0.011636,                   0,             0.92684,             0.57143,             0.73976,             0.44631,            0.040211,            0.012284,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.025544,             0.01157,                   0,               0.714,             0.71342,             0.70975,             0.52923,            0.037645,            0.012614,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.025161,            0.011828,                   0,             0.71103,             0.70451,             0.69599,             0.42453,            0.040248,            0.013296,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.025089,            0.011615,                   0,              0.9556,             0.57143,             0.71598,             0.40741,            0.039897,            0.013248,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.025221,            0.011606,                   0,             0.71033,             0.70241,             0.75997,             0.40724,            0.040207,            0.013103,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.025029,            0.012434,                   0,             0.95361,             0.57143,             0.70242,             0.43961,             0.03938,            0.012952,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.024267,            0.011981,                   0,             0.94583,             0.57143,             0.72353,             0.43265,            0.040969,            0.013299,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.024058,            0.011932,                   0,             0.95224,             0.57143,             0.75234,              0.4576,            0.037252,            0.011671,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.023836,            0.011371,                   0,             0.82288,             0.71429,             0.77704,             0.48145,            0.038105,            0.011375,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.024064,             0.01154,                   0,             0.95658,             0.57143,             0.73605,              0.4629,            0.038308,            0.012244,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.024135,            0.011249,                   0,             0.95674,             0.57143,             0.74765,             0.45265,            0.039742,            0.011633,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.024671,            0.011659,                   0,             0.94056,             0.57143,              0.6734,             0.41299,            0.040822,            0.013351,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.024848,            0.011548,                   0,             0.96875,             0.57143,             0.69079,             0.41728,             0.04039,            0.011242,                   0,            0.001486,            0.001486,            0.001486
                  88,             0.02331,            0.010708,                   0,             0.96008,             0.57143,             0.69069,             0.46183,            0.038897,            0.011685,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.024262,            0.011635,                   0,             0.81756,             0.64667,             0.72768,             0.44152,            0.039022,            0.012625,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.023141,            0.010735,                   0,             0.94336,             0.57143,             0.69576,             0.41284,            0.039222,            0.012187,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.023595,            0.011261,                   0,             0.81679,             0.71429,             0.71831,             0.42547,            0.038868,            0.011628,                   0,             0.00109,             0.00109,             0.00109
                  92,             0.02375,            0.011046,                   0,              0.8171,             0.71429,             0.71761,             0.45281,             0.03998,            0.011538,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.023276,            0.011141,                   0,             0.94309,             0.57143,             0.67333,             0.43856,             0.03861,            0.012108,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.022017,            0.010366,                   0,             0.96117,             0.57143,             0.68616,             0.43264,            0.039136,            0.011554,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.023353,            0.011483,                   0,             0.95844,             0.57143,             0.71813,             0.42687,            0.039426,            0.011981,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.022323,            0.010541,                   0,             0.93408,             0.57143,             0.69858,             0.44852,            0.039598,            0.012411,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.022599,            0.010755,                   0,             0.92571,             0.57143,             0.67395,             0.43191,            0.038904,             0.01226,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.022857,            0.010753,                   0,             0.94523,             0.57143,             0.68327,             0.44689,            0.039241,            0.011989,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.022504,             0.01053,                   0,             0.95149,             0.57143,             0.69506,             0.42145,            0.038122,            0.011931,                   0,            0.000298,            0.000298,            0.000298
