               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,            0.025601,            0.013494,                   0,             0.90154,             0.75121,             0.82573,             0.57316,            0.030419,            0.011123,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.025924,            0.013428,                   0,             0.89018,             0.76208,             0.82732,              0.5723,            0.030445,            0.010918,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.026298,            0.013688,                   0,             0.90713,             0.73309,             0.82679,             0.56812,            0.030968,            0.010972,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.025821,            0.013441,                   0,             0.90131,             0.76106,              0.8365,             0.57387,            0.030425,            0.010865,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.025507,            0.013229,                   0,             0.88256,             0.76237,             0.83287,             0.57305,            0.030193,            0.010963,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.025171,            0.013144,                   0,             0.89163,             0.76514,             0.83147,             0.58195,            0.030217,            0.010803,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.024759,            0.012776,                   0,             0.87576,             0.76812,             0.82867,              0.5802,            0.030284,             0.01105,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.025024,            0.013074,                   0,             0.89808,             0.76626,             0.83496,             0.57908,             0.03051,            0.010919,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.025235,            0.013268,                   0,             0.86466,             0.78502,             0.83677,              0.5809,            0.030326,            0.010785,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.025093,            0.013173,                   0,             0.86019,             0.75725,             0.82646,             0.57266,            0.030536,            0.011081,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.024521,            0.012754,                   0,              0.9099,             0.74398,             0.83134,              0.5753,            0.030309,             0.01097,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.025004,            0.013139,                   0,             0.87495,             0.76899,             0.83067,             0.57932,             0.03032,            0.010921,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.024536,            0.013089,                   0,              0.9208,             0.72464,             0.82725,             0.57221,            0.030469,            0.011036,                   0,            0.001387,            0.001387,            0.001387
                  89,             0.02402,            0.012963,                   0,             0.90543,             0.74275,             0.82958,             0.57683,            0.030269,            0.011058,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.024743,             0.01297,                   0,             0.87547,             0.76208,             0.82975,             0.57576,            0.030373,            0.010972,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.024545,            0.012939,                   0,             0.88712,             0.75725,              0.8272,             0.57893,            0.030265,            0.011185,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.024363,            0.013099,                   0,             0.88714,              0.7657,             0.82667,             0.57573,            0.030335,            0.011127,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.023892,            0.012488,                   0,             0.89787,             0.76449,             0.83353,             0.58066,            0.030329,            0.010927,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.023812,            0.012685,                   0,              0.8763,             0.77856,             0.83515,             0.57966,            0.030241,            0.010975,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.023869,            0.012509,                   0,             0.87111,             0.78261,             0.83199,             0.57301,            0.030605,             0.01107,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.023563,            0.012702,                   0,             0.87558,             0.77346,             0.82665,             0.57244,            0.030569,            0.011079,                   0,            0.000595,            0.000595,            0.000595
                  97,             0.02307,             0.01236,                   0,             0.89124,             0.76207,             0.82711,             0.57493,            0.030394,            0.011117,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.023761,            0.012489,                   0,             0.86037,             0.78986,             0.82691,              0.5749,            0.030439,            0.011064,                   0,            0.000397,            0.000397,            0.000397
                  99,             0.02382,            0.012823,                   0,             0.88945,             0.76329,             0.82852,             0.57515,            0.030436,            0.011079,                   0,            0.000298,            0.000298,            0.000298
